repository,path,role,audience,subject,owner,authority_target,review_state,disposition
agon-extender,docs/tasks/QUAL-003/timing/results/framebuffer-first/author-video.md,task evidence/research,human and agent,docs/tasks/QUAL-003/timing/results/framebuffer-first,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/timing/results/framebuffer-first/comparison.md,task evidence/research,human and agent,docs/tasks/QUAL-003/timing/results/framebuffer-first,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/timing/results/framebuffer-first/rendering-only.md,task evidence/research,human and agent,docs/tasks/QUAL-003/timing/results/framebuffer-first,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/timing/results/framebuffer-first/upload-stages.md,task evidence/research,human and agent,docs/tasks/QUAL-003/timing/results/framebuffer-first,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/timing/unattended-run.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/timing,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/timing/unattended.md,task evidence/research,human and agent,docs/tasks/QUAL-003/timing,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/timing/validation.md,task evidence/research,human and agent,docs/tasks/QUAL-003/timing,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/QUAL-004/COVERAGE.md,task evidence/research,human and agent,docs/tasks/QUAL-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/PROCEDURE.md,task evidence/research,human and agent,docs/tasks/QUAL-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/RESEARCH.md,task evidence/research,human and agent,docs/tasks/QUAL-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/bitmap-coverage/REVIEW.md,task evidence/research,human and agent,docs/tasks/QUAL-004/bitmap-coverage,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/evidence/bounded-corpus/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-004/evidence/bounded-corpus,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/evidence/fenced-first/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-004/evidence/fenced-first,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/evidence/isolated-first/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-004/evidence/isolated-first,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/evidence/isolated-retry/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-004/evidence/isolated-retry,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/evidence/mode-controls/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-004/evidence/mode-controls,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/evidence/mode-state-failure/before-capture.txt,task evidence/research,human and agent,docs/tasks/QUAL-004/evidence/mode-state-failure,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/evidence/sprite-replay-crash/mainboard-crash.txt,task evidence/research,human and agent,docs/tasks/QUAL-004/evidence/sprite-replay-crash,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/fixtures/README.md,task evidence/research,human and agent,docs/tasks/QUAL-004/fixtures,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/low-depth/CONTRACT.md,task evidence/research,human and agent,docs/tasks/QUAL-004/low-depth,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/low-depth/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-004/low-depth,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/packed-expansion/CONTRACT.md,task evidence/research,human and agent,docs/tasks/QUAL-004/packed-expansion,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/packed-expansion/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-004/packed-expansion,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/page-controls/CONTRACT.md,task evidence/research,human and agent,docs/tasks/QUAL-004/page-controls,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/page-controls/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-004/page-controls,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/sprite-scroll/CONTRACT.md,task evidence/research,human and agent,docs/tasks/QUAL-004/sprite-scroll,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/sprite-scroll/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-004/sprite-scroll,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/sprite-scroll/evidence/decode.txt,task evidence/research,human and agent,docs/tasks/QUAL-004/sprite-scroll/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/sprite-scroll/evidence/panic.txt,task evidence/research,human and agent,docs/tasks/QUAL-004/sprite-scroll/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/sprite-scroll/extender-followup/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-004/sprite-scroll/extender-followup,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/sprite-scroll/mainboard-followup/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-004/sprite-scroll/mainboard-followup,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/sprite-scroll/stock-control/CONTRACT.md,task evidence/research,human and agent,docs/tasks/QUAL-004/sprite-scroll/stock-control,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/sprite-scroll/stock-control/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-004/sprite-scroll/stock-control,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/sprite-scroll/stock-control/VISUAL-REVIEW.md,task evidence/research,human and agent,docs/tasks/QUAL-004/sprite-scroll/stock-control,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/teletext/CONTRACT.md,task evidence/research,human and agent,docs/tasks/QUAL-004/teletext,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-004/teletext/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-004/teletext,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/README.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,reviewed,current body reviewed; source/evidence comparison and local/desk limits in CHECKS
agon-extender,docs/tasks/RECOVERY-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/REMED-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/REMED-001/dual-mode-ownership.md,task evidence/research,human and agent,docs/tasks/REMED-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMED-001/exclusive-common-ownership.md,task evidence/research,human and agent,docs/tasks/REMED-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMED-001/exclusive-routing-analysis.md,task evidence/research,human and agent,docs/tasks/REMED-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMED-001/mode-lifecycle-analysis.md,task evidence/research,human and agent,docs/tasks/REMED-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMED-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/REMED-003.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/REMED-003/evidence/directory-result.txt,task evidence/research,human and agent,docs/tasks/REMED-003/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMED-003/evidence/hardware/RESULT.TXT,task evidence/research,human and agent,docs/tasks/REMED-003/evidence/hardware,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMED-003/evidence/image-result.txt,task evidence/research,human and agent,docs/tasks/REMED-003/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMED-003/issue-draft.md,task evidence/research,human and agent,docs/tasks/REMED-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/REMOTE-001/2026-09-21-mac-comparison.md,task evidence/research,human and agent,docs/tasks/REMOTE-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-001/2026-09-21-observation-summary.md,task evidence/research,human and agent,docs/tasks/REMOTE-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-001/B01-review.md,task evidence/research,human and agent,docs/tasks/REMOTE-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-001/B04-implementation.md,task evidence/research,human and agent,docs/tasks/REMOTE-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-001/C01-ui-cleanup.md,task evidence/research,human and agent,docs/tasks/REMOTE-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-001/JUKEBOX-INPUT-REVIEW.md,task evidence/research,human and agent,docs/tasks/REMOTE-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/REMOTE-002/evidence/batch-continuation-key-seen.txt,task evidence/research,human and agent,docs/tasks/REMOTE-002/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-002/evidence/hardware-key-seen.txt,task evidence/research,human and agent,docs/tasks/REMOTE-002/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-002/evidence/hardware-r15-key-seen.txt,task evidence/research,human and agent,docs/tasks/REMOTE-002/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-002/evidence/hardware-screen-missing-e.txt,task evidence/research,human and agent,docs/tasks/REMOTE-002/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-003.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/REMOTE-004.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/REMOTE-005.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-extender,docs/tasks/REMOTE-005/FAST-TRANSFER.md,task evidence/research,human and agent,docs/tasks/REMOTE-005,agon-extender,owning task/index; dated evidence,reviewed,current body reviewed; corrections/retention in CHECKS and FINDINGS
agon-extender,docs/tasks/REMOTE-005/FEATURE-COMPARE.md,task evidence/research,human and agent,docs/tasks/REMOTE-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REMOTE-005/MOSLET-CHECK.md,task evidence/research,human and agent,docs/tasks/REMOTE-005,agon-extender,owning task/index; dated evidence,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-extender,docs/tasks/REPO-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/REPO-001/inventory.md,task evidence/research,human and agent,docs/tasks/REPO-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/REPO-001/migration-record.md,task evidence/research,human and agent,docs/tasks/REPO-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/RESEARCH-001/AGM-RLE.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001/C1/MEMORY.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001/C1,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001/C1/README.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001/C1,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001/C2/README.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001/C2,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001/C3/README.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001/C3,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001/C4/README.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001/C4,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001/C5/README.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001/C5,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001/CANDIDATES.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001/FINDINGS.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-001/QUERIES.md,task evidence/research,human and agent,docs/tasks/RESEARCH-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/RESEARCH-003.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/RESEARCH-003/DESIGN.md,task evidence/research,human and agent,docs/tasks/RESEARCH-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-003/README.md,task evidence/research,human and agent,docs/tasks/RESEARCH-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-003/RESULTS.md,task evidence/research,human and agent,docs/tasks/RESEARCH-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-003/TABLES.md,task evidence/research,human and agent,docs/tasks/RESEARCH-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-003/firmware/CMakeLists.txt,task evidence/research,human and agent,docs/tasks/RESEARCH-003/firmware,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-003/firmware/src/CMakeLists.txt,task evidence/research,human and agent,docs/tasks/RESEARCH-003/firmware/src,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-004.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/RESEARCH-004/RESULTS.md,task evidence/research,human and agent,docs/tasks/RESEARCH-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/RESEARCH-005.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/RESEARCH-005/SUPPLIED-RESEARCH.md,task evidence/research,human and agent,docs/tasks/RESEARCH-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-001.1-layout-manifest.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/SETUP-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/SETUP-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/SETUP-003.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/SETUP-003/README.md,task evidence/research,human and agent,docs/tasks/SETUP-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-003/dependency-review.md,task evidence/research,human and agent,docs/tasks/SETUP-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-003/evidence/work-3-upstream-control.md,task evidence/research,human and agent,docs/tasks/SETUP-003/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-003/evidence/work-4-tool-audit.md,task evidence/research,human and agent,docs/tasks/SETUP-003/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-003/evidence/work-5-symbol-index-review.md,task evidence/research,human and agent,docs/tasks/SETUP-003/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-003/evidence/work-6-mechanical-validation.md,task evidence/research,human and agent,docs/tasks/SETUP-003/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-003/portability-review.md,task evidence/research,human and agent,docs/tasks/SETUP-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-004.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/SETUP-004/ANALYSIS-PROCESS.md,task evidence/research,human and agent,docs/tasks/SETUP-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-004/README.md,task evidence/research,human and agent,docs/tasks/SETUP-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-004/VDU-inventory.md,task evidence/research,human and agent,docs/tasks/SETUP-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-004/disposition-matrix.md,task evidence/research,human and agent,docs/tasks/SETUP-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-005.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,partial,B14: current integration/applicability claims checked; remaining historical detail not fully revalidated
agon-extender,docs/tasks/SETUP-006.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/SETUP-006/README.md,task evidence/research,human and agent,docs/tasks/SETUP-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-006/SETUP-006.1.1-object-inventory.md,task evidence/research,human and agent,docs/tasks/SETUP-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-006/SETUP-006.1.1-reset-breakout-observation.md,task evidence/research,human and agent,docs/tasks/SETUP-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-006/SETUP-006.1.2-naming-register.md,task evidence/research,human and agent,docs/tasks/SETUP-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-006/SETUP-006.3-fritzing/README.md,task evidence/research,human and agent,docs/tasks/SETUP-006/SETUP-006.3-fritzing,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-006/SETUP-006.4-wiring-design/README.md,task evidence/research,human and agent,docs/tasks/SETUP-006/SETUP-006.4-wiring-design,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-006/SETUP-006.4-wiring-design/electrical-requirements.md,task evidence/research,human and agent,docs/tasks/SETUP-006/SETUP-006.4-wiring-design,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/SETUP-006/SETUP-006.4-wiring-design/gpio-ownership-and-passthrough-discussion.md,task evidence/research,human and agent,docs/tasks/SETUP-006/SETUP-006.4-wiring-design,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/TEMPLATE.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/TRS-80-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/TRS-80-001/trs-net-source-notes.md,task evidence/research,human and agent,docs/tasks/TRS-80-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/TRS-80-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/TRS-80-002/COMMUNITY-GUIDE.md,task evidence/research,human and agent,docs/tasks/TRS-80-002,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/TRS-80-002/VALIDATION.md,task evidence/research,human and agent,docs/tasks/TRS-80-002,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/TRS-80-002/bin/README.md,task evidence/research,human and agent,docs/tasks/TRS-80-002/bin,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/TRS-80-002/sources/browser-demo-README.md,task evidence/research,human and agent,docs/tasks/TRS-80-002/sources,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/TRS-80-002/sources/sd-lab-README.md,task evidence/research,human and agent,docs/tasks/TRS-80-002/sources,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/TRS-80-002/sources/trs-net-probe-README.md,task evidence/research,human and agent,docs/tasks/TRS-80-002/sources,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/UPSTREAM-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/testing/game-timing.md,maintained documentation,human and agent,docs/testing,agon-extender,docs/testing/game-timing.md,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-extender,docs/versions/EXAMPLES.md,identity registry/policy,human and agent,docs/versions,agon-extender,docs/versions/EXAMPLES.md,pending,verify current/qualified distinction; preserve frozen identities
agon-extender,docs/versions/README.md,identity registry/policy,human and agent,docs/versions,agon-extender,docs/versions/README.md,pending,verify current/qualified distinction; preserve frozen identities
agon-extender,docs/versions/REVIEW.md,identity registry/policy,human and agent,docs/versions,agon-extender,docs/versions/REVIEW.md,pending,verify current/qualified distinction; preserve frozen identities
agon-extender,docs/versions/SCHEMA.md,identity registry/policy,human and agent,docs/versions,agon-extender,docs/versions/SCHEMA.md,pending,verify current/qualified distinction; preserve frozen identities
agon-extender,docs/versions/artifacts.yaml,identity registry/policy,human and agent,docs/versions,agon-extender,docs/versions/artifacts.yaml,pending,verify current/qualified distinction; preserve frozen identities
agon-extender,docs/versions/baselines/README.md,identity registry/policy,human and agent,docs/versions/baselines,agon-extender,docs/versions/baselines/README.md,pending,verify current/qualified distinction; preserve frozen identities
agon-extender,docs/versions/baselines/TEMPLATE.yaml,identity registry/policy,human and agent,docs/versions/baselines,agon-extender,docs/versions/baselines/TEMPLATE.yaml,pending,verify current/qualified distinction; preserve frozen identities
agon-extender,docs/versions/baselines/port-008-forward-r01.yaml,identity registry/policy,human and agent,docs/versions/baselines,agon-extender,docs/versions/baselines/port-008-forward-r01.yaml,pending,verify current/qualified distinction; preserve frozen identities
agon-extender,docs/versions/build-manifest.template.yaml,identity registry/policy,human and agent,docs/versions,agon-extender,docs/versions/build-manifest.template.yaml,pending,verify current/qualified distinction; preserve frozen identities
agon-extender,examples/key-query/README.md,maintained documentation,human and agent,examples/key-query,agon-extender,examples/key-query/README.md,pending,review body; retain until adjudicated
agon-extender,examples/keyboard-screen/README.md,maintained documentation,human and agent,examples/keyboard-screen,agon-extender,examples/keyboard-screen/README.md,pending,review body; retain until adjudicated
